0,1,2,3,4,5,6,7,8,9
0.019380793,0.09293015,0.107000455,0.07866911,0.09225806,0.08501415,0.07160753,0.38377726,0.02999172,0.039370794
0.0132020805,0.08999996,0.1066385,0.07336849,0.091125615,0.08239603,0.06772904,0.42022842,0.023159858,0.032152086
0.016550083,0.092246175,0.1059252,0.076974586,0.09166909,0.084274925,0.07030095,0.39831626,0.02730812,0.036434624
0.016087897,0.09209478,0.10575381,0.07664799,0.091557525,0.084121265,0.07005065,0.40092432,0.026839623,0.035922073
0.019137159,0.09329637,0.105893135,0.07898314,0.091987714,0.08520292,0.07174093,0.38431296,0.030120326,0.03932537
0.014623972,0.09188506,0.10436616,0.075877406,0.09098537,0.08377328,0.06937667,0.40918306,0.02555077,0.034378286
0.015892927,0.09236146,0.104881085,0.0768568,0.09133529,0.084250845,0.070129186,0.40155458,0.026890617,0.035847213
0.013431104,0.09087482,0.104949586,0.07435805,0.090835884,0.082963556,0.06831757,0.41761726,0.023915255,0.032736868
0.013621955,0.091240235,0.10439689,0.07481173,0.09076671,0.08321663,0.06860337,0.41594788,0.024312204,0.033082347
0.01437953,0.09198749,0.103780836,0.07588832,0.09080755,0.08379317,0.06933547,0.41042557,0.025431206,0.034170847
0.014201084,0.09137691,0.10495901,0.07518422,0.091021225,0.083400525,0.06892173,0.41233718,0.024860788,0.033737313
0.015150214,0.091183946,0.10675867,0.07534872,0.091601126,0.08344082,0.0691893,0.40725806,0.025455413,0.034613702
0.018341828,0.09345201,0.10482104,0.07888347,0.09166307,0.085206255,0.071580425,0.3877363,0.029645706,0.038669888
0.02373509,0.093764804,0.107730374,0.080912575,0.092709005,0.08587246,0.073258385,0.36454174,0.03395282,0.04352261
0.017216148,0.092323765,0.10646436,0.07729235,0.091884576,0.08440829,0.07057469,0.39485937,0.027873969,0.03710254
0.017645577,0.09253437,0.10639199,0.07766485,0.091927044,0.084586,0.070837125,0.39244756,0.02836515,0.037600305
0.014976216,0.09224595,0.10399456,0.07639017,0.09097548,0.08404364,0.0697173,0.40668193,0.026088774,0.034885887
0.02737764,0.09457527,0.1070474,0.082833126,0.09262474,0.08655061,0.07454244,0.35012454,0.03744101,0.046883263
0.016239293,0.09228946,0.10546409,0.07690798,0.09151967,0.08425765,0.07021469,0.3998502,0.027103301,0.03615375
0.017864252,0.092734255,0.10611992,0.077952765,0.09189538,0.08473007,0.07102175,0.39109528,0.0286912,0.03789519
0.019554133,0.093869574,0.10482486,0.079739325,0.091785856,0.08558007,0.072190434,0.3815469,0.030932227,0.039976552
0.01555451,0.0921222,0.10503552,0.076479815,0.09130969,0.0840597,0.06986936,0.40370888,0.02644924,0.035411086
0.014733476,0.091711454,0.10492877,0.07573908,0.09112884,0.083688274,0.069323085,0.40881777,0.025512146,0.03441719
0.0092365565,0.08770328,0.10324065,0.06927144,0.08896781,0.08005076,0.06441536,0.4515928,0.018668769,0.026852524
0.011027469,0.090058416,0.102327466,0.07248516,0.08955517,0.081962,0.066724315,0.43459952,0.02146857,0.029791994
0.02390742,0.09492738,0.10485126,0.08225206,0.09204528,0.08655252,0.07396134,0.36198527,0.035233453,0.04428403
0.019609638,0.09303005,0.10693919,0.07885091,0.092266425,0.08509619,0.071732484,0.3826047,0.030247288,0.03962312
0.014582133,0.09168608,0.10477757,0.075654104,0.091065064,0.083648406,0.069248736,0.40970862,0.02537601,0.034253314
0.013936734,0.09132225,0.10469164,0.07502289,0.09090417,0.08332197,0.06878194,0.4139596,0.024616018,0.03344279
0.024960345,0.094402865,0.10664665,0.08197177,0.09249715,0.086320005,0.073912844,0.35893586,0.035486728,0.044865783
0.015221807,0.09186803,0.10521447,0.0760888,0.09128671,0.08385861,0.06960078,0.40588352,0.02600449,0.034972873
0.015360372,0.09240847,0.104110174,0.07670696,0.09107312,0.08419937,0.06995626,0.4043345,0.026510512,0.0353403
0.018663228,0.09273826,0.106856875,0.07822701,0.09215158,0.084824495,0.07127915,0.3873317,0.02929551,0.038632218
0.017515033,0.09303545,0.105044015,0.07815281,0.09161304,0.084864385,0.071076035,0.39232546,0.028668275,0.037705507
0.01205808,0.090260506,0.10396047,0.07315269,0.090242594,0.08232033,0.06735162,0.42719927,0.022429166,0.031025257
0.017164702,0.092502035,0.10597657,0.07746322,0.09177111,0.084506854,0.070657715,0.39484873,0.027975159,0.03713391
0.01771816,0.09292675,0.10550848,0.07810758,0.09174209,0.084825516,0.071082294,0.3915064,0.028735945,0.03784684
0.013816318,0.09181977,0.103343815,0.07548936,0.09058764,0.083595924,0.06900877,0.4139543,0.024865342,0.03351874
0.01608065,0.09281284,0.10402858,0.077401765,0.091179244,0.084543504,0.07045077,0.3998945,0.027380668,0.03622735
0.02048648,0.093662694,0.10603391,0.079816386,0.09213841,0.085550815,0.07234573,0.377802,0.03145613,0.040707383
0.014129687,0.09068156,0.106504746,0.07443766,0.09132965,0.08297326,0.06850309,0.41373292,0.024325883,0.033381473
0.013668104,0.091325276,0.10427004,0.07491814,0.09075097,0.08327565,0.06867046,0.41554996,0.024406653,0.033164673
0.020461652,0.0934701,0.106495164,0.07959945,0.092240624,0.085436404,0.07222959,0.37820992,0.031266153,0.040590942
0.020046422,0.09292962,0.10753401,0.07888287,0.09243776,0.085080855,0.0718037,0.38083807,0.030484626,0.039962105
0.014832334,0.09161701,0.10528933,0.075678796,0.09122613,0.08364821,0.069309145,0.4084,0.025521385,0.034477577
0.02088125,0.0935413,0.10661398,0.079808995,0.092299186,0.08551644,0.07238817,0.3763146,0.03164266,0.0409933
0.016427921,0.0924884,0.105203204,0.07718619,0.09149283,0.084401146,0.07039388,0.39858225,0.02740076,0.036423463
0.014782795,0.09187862,0.10460085,0.07593222,0.09106845,0.08379538,0.06943608,0.40829834,0.025670584,0.03453667
0.015775818,0.09175264,0.10619794,0.07617464,0.09159929,0.08387356,0.0697442,0.40306616,0.026345411,0.03547033
0.014901363,0.0915026,0.105656646,0.07558612,0.09131839,0.083591305,0.06927205,0.40817958,0.025492862,0.034499176
0.016745616,0.09249379,0.105545394,0.077306084,0.0916162,0.084447294,0.07050878,0.39695647,0.027648915,0.036731444
